"","WT.NOR.1","WT.NOR.2","WT.NOR.3","WT.TAM.1","WT.TAM.2","WT.TAM.3","KO.NOR.1","KO.NOR.2","KO.NOR.3","KO.TAM.1","KO.TAM.2","KO.TAM.3"
"C3",9.4054687405253,9.22762532066182,9.28691778346797,7.85292649788095,8.14104389517373,8.11354860293736,8.47695440021305,8.57747457736487,8.59106297171786,8.62556067497007,8.29522851646846,8.69360433711667
"C4b",4.75910479776954,4.85003174093845,5.41494308159572,5.7471062893725,5.44007128501279,4.98495804375535,5.22367195997074,5.32804812587394,5.04115505076331,5.74305351441648,6.53873048693408,7.1425887565632
"C5ar1",8.48825314408723,8.47845342519024,8.47591773301074,9.3066859817847,8.72004526752898,9.32698904481011,6.98299916934146,7.18473111565313,7.02154143635782,9.07589377288581,7.91901393472885,7.91797995676457
"Aspm",6.67710026624755,6.70448255397779,6.70802928530741,7.58918053923097,6.39176352968816,7.66700719349249,5.43556652332409,5.6026152792814,5.65812517552259,6.15497386624228,5.45613322199878,4.8092461215838
"Capg",8.64500032687176,8.65233386854964,8.53173601290611,8.89900438582307,8.68511401268797,9.02293015450867,7.46761489760985,7.41997179586972,7.36863202994945,8.30264085455757,8.0476470979182,8.10292600731035
"Cav1",5.61696116684428,5.98612710153034,5.79170424560881,5.13763314667156,6.63429136070651,5.3663103453396,4.67034039931117,4.422854745834,4.48452531890865,5.09635196737147,5.11107100138328,4.38764901052991
"Serpinh1",6.85416663076939,7.31832286605492,6.97706811510131,7.67446876691817,9.22914439773786,7.90817217636753,5.57755946640149,5.75302873145272,5.51484320391734,7.1529950431073,6.66000492953212,5.7311134227425
"Cbr2",9.90548479840702,9.98203917583016,9.90763802914325,9.83658697529445,9.01391573985313,9.35063099900147,8.28582839199581,8.13130664607493,8.19184188279354,10.1851049647539,8.91345959424976,8.51574266470576
"Ccna2",9.45389224299903,9.47791598758664,9.42031703482246,9.94614438850809,8.85542060809267,10.1457955103001,7.59242703926005,7.88688590176992,7.91432605942083,7.92640614381661,7.59237572067618,6.06735279958666
"Ccnb2",9.67129947752915,9.65314333408329,9.6670048032353,10.0943160132858,9.00292199938179,10.3065207040353,7.53605124494328,7.77182941647452,7.60800356882384,8.3851634306559,7.46583659341033,6.0590840496486
"Ccnd1",9.25364210383583,9.32793217333391,9.3151854356612,9.86199933043662,10.6532398164891,10.3868018487217,8.86376565454301,8.87077064780758,8.93664516934314,8.04407587470337,9.49284324240972,9.22174998558185
"Ccnd2",7.21572390115062,7.44669413768484,7.26700372739229,8.3142677019436,9.52768569818107,8.59233892296534,5.20020576906496,5.1998780073981,5.66689809195283,7.54055890023011,7.03838566383957,6.06824250459953
"Ccne2",7.40504275231226,7.36991104003288,7.3285964414472,7.80550461707308,7.61864002461663,8.04307697799446,6.19778260320155,6.36425824094866,6.53957894353544,5.31280331122003,5.95727356554292,5.33272943086048
"Cd22",6.75824889995349,6.64132739500024,6.36078591583662,6.81854472889436,7.57114236000372,7.05498923887151,7.28689138617046,7.40761404270735,7.31244241518882,7.4198975467438,8.65859867128599,8.99334515722688
"Cd33",8.90628527424234,9.43578195427071,8.99593175464068,10.4278071183603,11.391179812934,10.8804677936141,11.1459384702697,11.1558655272187,11.1698064862082,9.03759480006171,11.1293012330335,11.3778731836914
"Cd36",12.1002618366658,12.1332364752383,12.149616363397,12.1330726349448,12.5196003471144,12.2872876195571,8.78974489609028,8.63455936984512,8.78109122486106,8.44836224438144,9.65831476637605,8.64385592748814
"Cd4",5.869039850885,5.82046722125255,5.8351392395532,7.1505530951795,6.54595664519171,7.15466996443553,7.84391808029356,8.10574605509985,7.96522995337099,8.27669555435456,8.84581372648936,9.88214131349586
"Cd83",6.70394561061743,6.94513219655135,6.7443015417989,8.1403939502689,6.73220430220123,8.23902847039806,7.90755262375181,7.86052319025353,7.97936424430306,8.45710173013764,8.03356493482291,8.35040871916826
