"","WT.NOR.1","WT.NOR.2","WT.NOR.3","WT.TAM.1","WT.TAM.2","WT.TAM.3","KO.NOR.1","KO.NOR.2","KO.NOR.3","KO.TAM.1","KO.TAM.2","KO.TAM.3"
"17394538",7.71643180756199,7.79212135829736,7.72864773023787,8.54026149567533,8.84683130914444,8.55987471364771,6.7009346751318,6.69271345444708,6.83848917410811,8.52166494782755,8.15274128353074,7.18131602398797
"17222694",6.83140176754182,6.99493698237167,6.99145183925063,7.45380893857676,7.56829340447542,7.46898117647985,6.74379358053214,6.81785256311812,6.52109213295818,7.41546078746866,6.88685704668977,6.63370551534392
"17273019",7.88410756972358,7.84430255748918,7.87564352397263,8.26570544499743,7.97109491441493,8.19323138077036,7.54720033099899,7.34122049270693,7.53013642733034,7.92495274436752,7.7397247246945,7.82659254639605
"17355955",8.27256975141271,8.17142337719892,8.24995443111366,8.08066157611486,8.55796649243842,8.14492149745172,7.65366171267061,7.61886300902325,7.65806080466008,7.63769715150832,7.59478915629837,7.5560664385824
"17541612",10.0662471195465,10.1082798839458,10.204084911455,9.7660613014588,9.74855224712972,9.72037600390642,10.4754125730152,10.444345830425,10.4015201898072,10.0487777467505,10.4063788459263,10.4629390361304
"17482376",4.11373215461634,4.11084777236503,4.14512568359046,4.43016997546638,4.61485434349347,4.1178424134156,4.58567343608153,4.18718779642202,4.44387218970098,4.55900469155554,4.51091904704809,4.20458029115598
"17354258",5.45350702273164,5.04329210020173,5.22898181998394,5.07169778379478,5.37222611613446,5.23160091747207,5.44604940274994,5.04994389389953,5.72988626679775,5.31943801784721,5.16445792864214,5.96568377947161
"17359239",4.16023311233714,3.4978928466762,3.95412339410363,3.22902345196844,3.39184816010533,3.45501038136479,3.78335375088821,3.37822071927062,3.67696860132453,3.74983373975513,3.49525688533727,4.0909043126429
"17328451",5.47205314298371,4.97438647465951,4.97861629821157,5.29490873737544,5.05589397751075,5.76085872734758,4.84641032358767,4.75057104377109,5.01286774067102,5.45805850652732,4.71451613714769,5.29103789331593
"17502049",5.41848154055535,5.53825710997008,5.88171884959631,5.54539733763787,5.88897773070846,5.39479421592974,5.87566925872928,5.63257923489994,5.75585028702327,6.03356995596831,5.30985213389998,5.26027969328523
"17422959",9.5633204608909,9.62527455998262,9.54995424190047,8.98303637240465,9.07048296760745,8.94892940066654,9.81961321684316,9.96640711389104,9.8921416181939,9.56423533916222,9.67545387657049,9.88925312115321
"17468633",6.83357830445487,6.80092878562852,6.77943608253073,6.69852299784799,6.43276245891027,6.74940240635527,6.40653485732518,6.47597269014425,6.29598508584157,6.3482126562627,6.25804299648356,6.09471108165541
"17317115",5.42978618239091,5.21084634791606,5.5889287163206,5.73898798218666,4.9740108298862,6.03248617490765,4.30977751452118,4.67275002255543,4.89769586661782,4.59216962410759,4.45265288582713,4.72602062523829
"17277697",6.59774234581603,6.67756399439065,6.44763731609745,6.96573011574496,7.06630067403351,6.92967020137179,6.54771102342325,6.65553773894365,6.55629972375695,6.93940349845159,6.77848957318748,6.88584706672543
"17289271",7.22563955540961,7.09325367569004,7.23738776851819,7.60935674246811,7.66271710180621,7.62236278682039,6.69937711450936,6.64015109742048,6.76311519319745,7.38765786989625,6.95575090993818,7.00494043093586
"17377793",9.12726039595234,9.24092398911603,9.23835434873458,9.85900058770198,9.04426681990867,10.0671627901468,7.62845760931005,7.71554711333932,7.51251067092628,7.80290350843027,7.68956101349824,7.17377383433186
"17274868",8.6183089510762,8.60578476866911,8.4991074401571,8.05962301749585,8.18548401395994,7.90531466657072,8.42583212194234,8.74459621633514,8.73461059728755,8.2112259473581,8.39175996899417,8.398914329412
"17242570",6.83961962868518,6.91532262465134,6.8189528760882,6.85545325274379,7.60417429642804,6.7949219491985,7.45110866160693,7.26412476705463,7.43007221105134,7.64751917193567,7.1757651218957,6.94788827655861
"17261098",7.34774897451537,7.421770417064,7.34817250457679,7.4664974458478,7.36254830946991,7.42562686133095,8.17767075515885,8.20867037783526,8.17779341580451,7.78544526993639,7.9422688819053,7.86873768947203
"17466101",7.39098558552394,7.3876237522851,7.3051883975309,8.43064353066543,8.24873568879443,8.35677293499784,6.93751397897814,6.84145345248193,7.07929598078376,8.33070980031845,7.58172158699934,7.31887927901061
"17450207",11.0345467115083,10.998146252975,11.04345352756,10.2959866915991,10.0469096431971,10.2281561759486,11.1188305010905,11.0567645218812,11.0994769324628,10.3796438505362,10.6203857854444,10.6384190314641
"17451867",7.23938902794762,7.19528766557415,7.18800171513187,7.43740196878185,6.92437636996695,7.6460211800339,6.60464086974553,6.62891172782703,6.60300982968024,6.5569083909296,6.36952782447466,6.46760614814505
"17505913",8.24944474480273,8.24701604795434,8.25849191332819,8.55458713304062,7.75681890623868,8.93402005068388,6.84711924718964,7.00201526711046,7.06093880904148,6.47148473833805,6.78804511695407,6.31469317348567
"17469030",7.33256854456227,7.21364017853975,7.16450161588637,6.89989224023488,7.04471497905815,6.91616491875822,6.73393612854233,6.71172202463628,6.86746081417575,6.43328140133131,6.7313495787907,7.17797943949846
"17531834",5.48913198892639,5.39854658473515,5.43590846375639,6.74120192178051,6.52592752029518,6.52255840927267,4.99189055937912,5.3898506851842,5.18022003821296,6.42311149079484,5.52029959102806,5.53378177497564
"17428529",5.2909994056494,5.82956183882436,5.66348080374758,5.33882239938521,4.9918710906891,5.58904084173413,5.74254413158607,5.84299602126819,5.65408853406014,5.30275247740468,5.56975451386315,5.88767185584482
"17329215",8.07600577006763,8.15550939301346,8.04294450109047,8.04113204260649,8.21731597469001,8.05759305409407,7.21011926415961,7.00073217196219,7.35812065668565,7.8226132336564,7.27218505587974,7.07511534198485
"17447000",8.60710431128234,8.67320566175887,8.46950719551621,8.5073399930681,8.30387212350606,8.74932010594073,8.05628167225719,8.06892502733091,8.21054694295883,8.90586406681683,8.5316472869338,8.67048753719659
"17263374",8.14248899964305,8.33602751162663,8.33171703139002,8.27398983208254,8.18829695835436,8.1483582852188,8.69170234498668,8.67136279302105,8.77141982162923,8.48742030711312,8.63137347987266,8.57864089762262
"17516303",4.37291881551237,3.81850744972203,3.77357518079731,4.04754247701161,3.77231890459322,3.58871662496975,3.82806291341792,3.29090495470099,3.2535638084484,3.91481541124071,4.09994013766041,3.13371690038428
"17419090",9.92995047390651,9.70691618928013,9.80008148135238,5.29916207978642,5.80733394911143,5.49467179854654,10.2200150030478,10.2058404129611,10.1691407447476,5.44326659223798,8.69013168102171,8.65597456452257
"17476872",6.29063050324802,6.37356547198508,6.19027494737233,6.73870481170754,6.69997226504401,6.82667346320523,6.39137294083544,6.16348218885576,6.04419396282564,6.9262994226592,6.88594192192827,7.11638983308335
"17470088",3.74870654521118,4.01608401875613,3.73279984840757,4.43620580764407,4.20251126379654,3.98074149068932,4.15813547966937,4.49540369688784,4.2447348523697,3.71708848394912,4.12728779514998,4.06429253338719
"17332265",4.54053043422043,4.59210819436002,4.50440643758857,4.2107286257747,4.19185079630467,4.58867188684853,4.51389185201382,4.69058051975721,4.76130845974819,4.68684317681438,4.69793280483981,4.29084122361867
"17235730",6.54993706675685,6.2716319703677,6.35875780564212,6.21350859609718,6.56269610417994,6.46278943165659,6.88923650078298,6.83895641989333,6.91923605676659,6.91451313128306,7.01803642603465,6.92239916188586
